#Procedure: <__main__.HallSweep>
#Parameters:
#	Date Time: 
#	Delta: 0.001 s
#	Max Current: 2.35e-05 A
#	Measurement Number: 1
#	Num Power Line Cycles: 3
#	Voltmeter Range: 10
#	Sweep Count 1: 10
#	Sweep Count 2: 1
#	Sweep Count 3: 10
#Data:
Time,Temperature,\g(m)\-(0)H,R vdp 1,R vdp 2,R Hall 1,R Hall 2
2.487771511077881,30.0,35.98,308.6847055319149,313.7569042978723,4.639715714893618,-7.334487212765957
7.478046417236328,30.001,530.54,308.65233706382986,313.82901834042553,3.020254496170213,-8.915950842553192
11.939895391464233,30.001,979.7,308.64264148936167,313.8641054468085,1.4496446272340424,-10.546071808510641
16.43199110031128,30.0,1429.51,308.6284872765957,313.9243956170212,-0.18920207685106386,-12.182202089361704
20.918139219284058,30.0,1869.29,308.6546595319149,313.97615540425534,-1.819131454893617,-13.774715519148934
25.367171049118042,30.0,2318.9,308.678501319149,314.04419544680854,-3.413003875319149,-15.391072417021277
29.82153868675232,30.0,2768.66,308.66066944680847,314.0949901276596,-5.022966217021278,-16.98940153191489
34.2761812210083,30.0,3210.31,308.6517505531915,314.1601212340426,-6.596287931914894,-18.585210123404256
38.74872398376465,30.0,3648.55,308.65931208510654,314.21246361702134,-8.210706761702127,-20.163959548936173
43.20939826965332,30.0,4097.74,308.6377945957447,314.3117129787234,-9.792751723404256,-21.79408020425532
47.67441368103027,30.0,4549.18,308.6515603404256,314.363666893617,-11.429076085106383,-23.376512923404253
52.13561940193176,30.0,4997.68,308.6533001702128,314.41097,-13.019262561702128,-25.015550987234047
56.59070324897766,30.0,5438.86,308.6372139574468,314.4735787659575,-14.610612825531913,-26.632102076595746
61.054601430892944,30.0,5879.09,308.65077961702127,314.5660511489362,-16.223674293617023,-28.23256357021277
65.52764368057251,30.0,6329.36,308.6657065531915,314.6092843404255,-17.84041945106383,-29.819066621276594
69.98862218856812,30.0,6779.36,308.6548516595745,314.6833324680851,-19.430218170212765,-31.454809148936175
74.45239877700806,30.0,7229.51,308.6554302978724,314.7548659148936,-21.053941553191496,-33.003317459574475
78.92884159088135,29.999,7669.76,308.68509400000005,314.7804515744681,-22.64063904255319,-34.67724965957447
83.38192081451416,29.999,8119.76,308.66900182978725,314.8744754893617,-24.27890183404255,-36.23486882978724
87.85439395904541,29.999,8569.9,308.683156,314.92836340425526,-25.943722680851067,-37.81730180425532
92.32602548599243,30.0,9020.1,308.6833482553192,314.9882672340426,-27.5129732212766,-39.4799902680851
96.79941654205322,29.999,9459.8,308.68684161702134,315.07104200000003,-29.117698982978727,-41.077155472340436
101.28232598304749,29.999,9909.98,308.6816064255319,315.1117506382979,-30.757318885106383,-42.62159228510639
105.75869393348694,30.0,10360.21,308.7333621702128,315.1642852340426,-32.326957063829795,-44.28893408510639
110.23429155349731,30.0,10810.11,308.6885813617021,315.2658628085107,-33.94001916170213,-45.90141361702128
114.72343182563782,30.0,11250.43,308.714361106383,315.3160709361702,-35.580801476595745,-47.51796417021277
119.19907975196838,30.0,11700.35,308.70370055319154,315.4054402978724,-37.17467189361703,-49.11008987234043
123.68093156814575,30.0,12150.22,308.7145572765958,315.4517706808511,-38.73326027659575,-50.71113285106383
128.1631600856781,30.0,12600.45,308.7562330212766,315.49674557446815,-40.37714518723404,-52.40425557446809
132.63467359542847,30.0,13050.38,308.7099046808511,315.61809689361706,-41.985166,-54.01964400000001
137.11865520477295,30.0,13500.52,308.7126174468085,315.67043914893617,-43.6156740425532,-55.623788680851064
141.63064885139465,30.0,13950.69,308.73626906382975,315.7167695744681,-45.20721863829788,-57.21707748936172
146.09474563598633,30.0,14390.39,308.7329717872341,315.8208696595745,-46.85149093617022,-58.83537327659574
150.55882501602173,30.0,14840.06,308.7616645106383,315.8658425957447,-48.439545489361706,-60.433701659574474
155.0239336490631,30.0,15290.64,309.0648456170213,315.85208076595745,-50.097,-61.995973063829794
159.49314045906067,30.0,15731.21,308.7610838297872,315.9654822553192,-51.684860936170224,-63.57995757446808
163.97901129722595,30.0,16181.1,308.81361834042553,316.0085191489362,-53.29443297872341,-65.14028987234042
168.44601678848267,30.0,16631.58,308.80644123404255,316.01724187234043,-54.91912625531915,-66.81209017021276
172.90915083885193,30.0,17071.26,308.7736825106383,316.1672859148936,-56.5294730638298,-68.36117936170213
177.40306282043457,30.0,17531.63,308.8128417021277,316.18589455319153,-58.159207404255326,-70.02445012765958
181.8803243637085,30.0,17971.61,308.79965655319154,316.26440902127666,-59.77343212765957,-71.62665540425533
186.35167527198792,30.0,18421.49,308.81458340425536,316.31791255319155,-61.37602570212767,-73.2213005531915
190.8364028930664,30.0,18872.1,308.8233080851064,316.4357762978724,-62.93093123404255,-74.90085514893619
195.31852889060974,30.001,19322.84,308.83571651063835,316.4801668510638,-64.56047025531915,-76.47475808510639
199.79863452911377,30.001,19763.18,308.81943221276606,316.56894748936173,-66.16907391489362,-78.12988676595745
204.2695689201355,30.0,20213.8,308.807218,316.6271036170213,-67.78329872340426,-79.70398442553193
208.75185346603394,30.001,20654.49,308.831065787234,316.6988334042553,-69.38569817021276,-81.3315845531915
213.22097539901733,30.0,21105.42,308.8456024255319,316.76862110638297,-71.01291080851064,-82.94600400000002
217.6907560825348,30.0,21556.22,308.84599268085105,316.8285230638298,-72.63489038297872,-84.5869805106383
222.18082761764526,30.0,22007.08,308.8547154042554,316.9021886382979,-74.27199055319149,-86.23551757446809
226.65390753746033,30.0,22457.43,308.8481268510638,316.98263506382983,-75.86062663829787,-87.80922578723404
231.1119499206543,30.0,22898.08,308.86305178723404,317.0347851489362,-77.45178238297873,-89.44012123404255
235.57450413703918,30.0,23348.99,308.852196893617,317.12453689361706,-79.07589310638298,-91.05260323404255
240.04820322990417,30.0,23798.61,308.8467694893617,317.17629263829787,-80.65328591489363,-92.71121846808511
244.52636170387268,30.0,24239.39,308.8502589361703,317.2716760425532,-82.28398923404255,-94.31556025531914
248.9972448348999,30.0,24690.26,308.8640188085107,317.31897127659573,-83.91837612765957,-95.89159387234042
253.4783205986023,30.0,25140.38,308.9305112765957,317.35173404255323,-85.53705931914895,-97.54982451063832
257.9713337421417,30.0,25591.2,308.90996072340425,317.485686,-87.13616297872342,-99.11558595744684
262.4518287181854,30.0,26041.18,308.91752025531923,317.52058080851066,-88.76395825531915,-100.7561750212766
266.9239649772644,30.0,26492.6,308.8950317446809,317.644650893617,-90.3626734893617,-102.39695838297874
271.39664483070374,30.0,26933.48,308.91034906382976,317.6754736595745,-91.97592936170213,-104.01777365957444
275.8757197856903,30.001,27384.09,308.9066634468086,317.77550170212766,-93.55642434042554,-105.64033578723406
280.3621141910553,30.0,27834.49,308.9010438297873,317.8606048085107,-95.14312165957446,-107.26987480851066
284.8536775112152,30.001,28285.35,308.915386212766,317.9334895744681,-96.77556859574469,-108.94807055319147
289.33205556869507,30.0,28735.85,308.899298,318.00231246808517,-98.41518876595747,-110.5760590638298
293.82099962234497,30.0,29186.68,308.904337106383,318.0544565957447,-100.02708812765958,-112.07339
298.30993700027466,30.001,29637.38,308.9479547234043,318.0829570212767,-101.61223391489361,-113.75759672340428
302.80537581443787,30.0,30077.21,308.93555029787234,318.20488897872343,-103.27395408510638,-115.33983442553193
307.27591490745544,30.0,30528.41,308.9613320851064,318.26827638297874,-104.84339812765958,-117.00678982978722
311.7551016807556,30.0,30978.41,308.9708355319149,318.32333331914896,-106.46091910638297,-118.63904276595746
316.2231378555298,30.001,31418.97,308.9671498297872,318.39389595744683,-108.07572442553192,-120.20771187234043
320.71628284454346,30.0,31869.75,308.9772299574468,318.4896596595745,-109.70914238297873,-121.85624995744682
325.1953589916229,30.0,32320.43,308.99215689361705,318.5212591914894,-111.31425612765958,-123.4406209787234
329.659499168396,30.0,32770.82,308.99409289361705,318.6195415319149,-112.892618,-125.04902893617022
334.1593825817108,30.0,33221.53,309.01677348936175,318.70522919148937,-114.52429017021278,-126.62409548936171
338.6288561820984,30.0,33672.2,309.05108582978727,318.7087165957447,-116.14297140425532,-128.31508800000003
343.10412311553955,30.0,34122.76,309.03771042553194,318.8500338723404,-117.76398293617021,-129.95334876595746
347.60388374328613,30.0,34573.63,309.00495170212764,318.9128446808511,-119.36716059574466,-131.57998289361703
352.0766520500183,30.0,35014.27,309.03712791489363,319.0165543829787,-120.97925123404255,-133.18490238297872
356.55332112312317,30.0,35464.69,309.04061936170217,319.089054893617,-122.55489846808511,-134.7301141702128
361.0384747982025,30.0,35915.24,309.0888895744681,319.07510285106383,-124.16466378723406,-136.4370005106383
365.52453351020813,30.0,36366.12,309.073382,319.2204922978724,-125.81960021276596,-138.09174178723404
370.01272225379944,30.0,36807.35,309.0569035744681,319.2821379148936,-127.4223854893617,-139.6999575319149
374.49821281433105,30.0,37268.09,309.0710577446809,319.35696663829793,-129.0490186382979,-141.30216323404255
378.9643805027008,30.0,37708.48,309.09548208510637,319.45292459574466,-130.644827106383,-142.92511174468086
383.4342005252838,30.0,38159.13,309.09490153191496,319.50797765957446,-132.27901872340428,-144.56104825531918
387.91218161582947,30.0,38609.0,309.1106032765957,319.58978544680855,-133.91689319148938,-146.18632204255323
392.38407707214355,30.001,39049.75,309.13075944680855,319.69330093617015,-135.49079659574468,-147.73017842553193
396.88308095932007,30.0,39500.19,309.13851723404264,319.74409170212766,-137.0561695744681,-149.38511391489362
401.3562948703766,30.0,39951.01,309.15809676595745,319.8078694893617,-138.7312661702128,-151.0307420425532
405.83736300468445,30.0,40401.65,309.1359946382979,319.88967727659576,-140.2894659148936,-152.62480663829788
410.324426651001,30.0,40852.14,309.1749616595744,319.94569927659575,-141.92482174468086,-154.2915649361702
414.8065264225006,30.0,41292.72,309.1633299574468,320.04960706382985,-143.53110059574468,-155.91994382978726
419.26859498023987,30.0,41743.52,309.1648835319149,320.1420716595744,-145.12477578723403,-157.51516859574468
423.7440104484558,30.0,42194.4,309.17980646808513,320.20992544680854,-146.763621106383,-159.16525723404257
